#    L    TT             EE             TE             PP             TP          
  7543   0.418607E-02   0.460177E-04  -0.951985E-04   0.120917E+05   0.133498E+00
  7544   0.418347E-02   0.459803E-04  -0.951329E-04   0.120891E+05   0.133386E+00
  7545   0.418088E-02   0.459428E-04  -0.950666E-04   0.120865E+05   0.133274E+00
  7546   0.417830E-02   0.459051E-04  -0.949996E-04   0.120839E+05   0.133162E+00
  7547   0.417572E-02   0.458672E-04  -0.949318E-04   0.120814E+05   0.133050E+00
  7548   0.417316E-02   0.458292E-04  -0.948634E-04   0.120788E+05   0.132938E+00
  7549   0.417060E-02   0.457910E-04  -0.947942E-04   0.120762E+05   0.132826E+00
  7550   0.416805E-02   0.457527E-04  -0.947242E-04   0.120736E+05   0.132714E+00
  7551   0.416550E-02   0.457142E-04  -0.946536E-04   0.120711E+05   0.132602E+00
  7552   0.416297E-02   0.456756E-04  -0.945822E-04   0.120685E+05   0.132491E+00
  7553   0.416044E-02   0.456368E-04  -0.945102E-04   0.120659E+05   0.132379E+00
  7554   0.415792E-02   0.455978E-04  -0.944374E-04   0.120634E+05   0.132267E+00
  7555   0.415541E-02   0.455587E-04  -0.943639E-04   0.120608E+05   0.132155E+00
  7556   0.415290E-02   0.455195E-04  -0.942896E-04   0.120582E+05   0.132043E+00
  7557   0.415041E-02   0.454800E-04  -0.942147E-04   0.120557E+05   0.131931E+00
  7558   0.414792E-02   0.454405E-04  -0.941391E-04   0.120531E+05   0.131819E+00
  7559   0.414544E-02   0.454008E-04  -0.940627E-04   0.120505E+05   0.131707E+00
  7560   0.414296E-02   0.453609E-04  -0.939856E-04   0.120480E+05   0.131596E+00
  7561   0.414050E-02   0.453209E-04  -0.939079E-04   0.120454E+05   0.131484E+00
  7562   0.413804E-02   0.452807E-04  -0.938294E-04   0.120429E+05   0.131372E+00
  7563   0.413559E-02   0.452404E-04  -0.937503E-04   0.120403E+05   0.131260E+00
  7564   0.413315E-02   0.451999E-04  -0.936704E-04   0.120377E+05   0.131148E+00
  7565   0.413071E-02   0.451593E-04  -0.935898E-04   0.120352E+05   0.131036E+00
  7566   0.412829E-02   0.451185E-04  -0.935086E-04   0.120326E+05   0.130925E+00
  7567   0.412587E-02   0.450776E-04  -0.934266E-04   0.120301E+05   0.130813E+00
  7568   0.412346E-02   0.450366E-04  -0.933439E-04   0.120275E+05   0.130701E+00
  7569   0.412105E-02   0.449953E-04  -0.932606E-04   0.120250E+05   0.130589E+00
  7570   0.411866E-02   0.449540E-04  -0.931766E-04   0.120224E+05   0.130477E+00
  7571   0.411627E-02   0.449125E-04  -0.930919E-04   0.120199E+05   0.130365E+00
  7572   0.411389E-02   0.448708E-04  -0.930064E-04   0.120173E+05   0.130254E+00
  7573   0.411151E-02   0.448290E-04  -0.929203E-04   0.120148E+05   0.130142E+00
  7574   0.410915E-02   0.447870E-04  -0.928336E-04   0.120122E+05   0.130030E+00
  7575   0.410679E-02   0.447449E-04  -0.927461E-04   0.120097E+05   0.129918E+00
  7576   0.410444E-02   0.447027E-04  -0.926580E-04   0.120071E+05   0.129807E+00
  7577   0.410209E-02   0.446603E-04  -0.925691E-04   0.120046E+05   0.129695E+00
  7578   0.409976E-02   0.446178E-04  -0.924796E-04   0.120020E+05   0.129583E+00
  7579   0.409743E-02   0.445751E-04  -0.923895E-04   0.119995E+05   0.129471E+00
  7580   0.409511E-02   0.445322E-04  -0.922986E-04   0.119969E+05   0.129360E+00
  7581   0.409279E-02   0.444893E-04  -0.922071E-04   0.119944E+05   0.129248E+00
  7582   0.409049E-02   0.444461E-04  -0.921149E-04   0.119919E+05   0.129136E+00
  7583   0.408819E-02   0.444029E-04  -0.920220E-04   0.119893E+05   0.129025E+00
  7584   0.408590E-02   0.443595E-04  -0.919285E-04   0.119868E+05   0.128913E+00
  7585   0.408361E-02   0.443159E-04  -0.918343E-04   0.119842E+05   0.128801E+00
  7586   0.408134E-02   0.442722E-04  -0.917394E-04   0.119817E+05   0.128690E+00
  7587   0.407907E-02   0.442284E-04  -0.916439E-04   0.119792E+05   0.128578E+00
  7588   0.407681E-02   0.441844E-04  -0.915477E-04   0.119766E+05   0.128466E+00
  7589   0.407455E-02   0.441403E-04  -0.914508E-04   0.119741E+05   0.128355E+00
  7590   0.407231E-02   0.440961E-04  -0.913533E-04   0.119716E+05   0.128243E+00
  7591   0.407007E-02   0.440517E-04  -0.912552E-04   0.119690E+05   0.128131E+00
  7592   0.406783E-02   0.440071E-04  -0.911563E-04   0.119665E+05   0.128020E+00
  7593   0.406561E-02   0.439625E-04  -0.910568E-04   0.119639E+05   0.127908E+00
  7594   0.406339E-02   0.439177E-04  -0.909567E-04   0.119614E+05   0.127797E+00
  7595   0.406118E-02   0.438727E-04  -0.908559E-04   0.119589E+05   0.127685E+00
  7596   0.405898E-02   0.438276E-04  -0.907545E-04   0.119564E+05   0.127573E+00
  7597   0.405678E-02   0.437824E-04  -0.906524E-04   0.119538E+05   0.127462E+00
  7598   0.405459E-02   0.437370E-04  -0.905497E-04   0.119513E+05   0.127350E+00
  7599   0.405241E-02   0.436915E-04  -0.904463E-04   0.119488E+05   0.127239E+00
  7600   0.405024E-02   0.436459E-04  -0.903423E-04   0.119462E+05   0.127127E+00
  7601   0.404807E-02   0.436001E-04  -0.902376E-04   0.119437E+05   0.127016E+00
  7602   0.404591E-02   0.435542E-04  -0.901323E-04   0.119412E+05   0.126904E+00
  7603   0.404376E-02   0.435081E-04  -0.900264E-04   0.119387E+05   0.126793E+00
  7604   0.404161E-02   0.434619E-04  -0.899198E-04   0.119361E+05   0.126681E+00
  7605   0.403947E-02   0.434156E-04  -0.898126E-04   0.119336E+05   0.126570E+00
  7606   0.403734E-02   0.433691E-04  -0.897048E-04   0.119311E+05   0.126458E+00
  7607   0.403522E-02   0.433225E-04  -0.895963E-04   0.119286E+05   0.126347E+00
  7608   0.403310E-02   0.432758E-04  -0.894872E-04   0.119261E+05   0.126235E+00
  7609   0.403099E-02   0.432289E-04  -0.893775E-04   0.119235E+05   0.126124E+00
  7610   0.402889E-02   0.431819E-04  -0.892671E-04   0.119210E+05   0.126012E+00
  7611   0.402679E-02   0.431348E-04  -0.891561E-04   0.119185E+05   0.125901E+00
  7612   0.402470E-02   0.430875E-04  -0.890445E-04   0.119160E+05   0.125790E+00
  7613   0.402262E-02   0.430402E-04  -0.889323E-04   0.119135E+05   0.125678E+00
  7614   0.402054E-02   0.429926E-04  -0.888194E-04   0.119110E+05   0.125567E+00
  7615   0.401848E-02   0.429450E-04  -0.887060E-04   0.119085E+05   0.125455E+00
  7616   0.401641E-02   0.428972E-04  -0.885919E-04   0.119059E+05   0.125344E+00
  7617   0.401436E-02   0.428493E-04  -0.884772E-04   0.119034E+05   0.125233E+00
  7618   0.401231E-02   0.428012E-04  -0.883618E-04   0.119009E+05   0.125121E+00
  7619   0.401027E-02   0.427530E-04  -0.882459E-04   0.118984E+05   0.125010E+00
  7620   0.400824E-02   0.427047E-04  -0.881294E-04   0.118959E+05   0.124899E+00
  7621   0.400621E-02   0.426563E-04  -0.880122E-04   0.118934E+05   0.124787E+00
  7622   0.400419E-02   0.426077E-04  -0.878944E-04   0.118909E+05   0.124676E+00
  7623   0.400218E-02   0.425590E-04  -0.877761E-04   0.118884E+05   0.124565E+00
  7624   0.400018E-02   0.425102E-04  -0.876571E-04   0.118859E+05   0.124454E+00
  7625   0.399818E-02   0.424612E-04  -0.875375E-04   0.118834E+05   0.124342E+00
  7626   0.399619E-02   0.424121E-04  -0.874173E-04   0.118809E+05   0.124231E+00
  7627   0.399420E-02   0.423629E-04  -0.872965E-04   0.118784E+05   0.124120E+00
  7628   0.399222E-02   0.423136E-04  -0.871751E-04   0.118759E+05   0.124009E+00
  7629   0.399025E-02   0.422641E-04  -0.870532E-04   0.118734E+05   0.123898E+00
  7630   0.398829E-02   0.422145E-04  -0.869306E-04   0.118709E+05   0.123786E+00
  7631   0.398633E-02   0.421648E-04  -0.868074E-04   0.118684E+05   0.123675E+00
  7632   0.398438E-02   0.421150E-04  -0.866836E-04   0.118659E+05   0.123564E+00
  7633   0.398243E-02   0.420650E-04  -0.865593E-04   0.118634E+05   0.123453E+00
  7634   0.398049E-02   0.420149E-04  -0.864343E-04   0.118609E+05   0.123342E+00
  7635   0.397856E-02   0.419647E-04  -0.863088E-04   0.118584E+05   0.123231E+00
  7636   0.397664E-02   0.419143E-04  -0.861827E-04   0.118559E+05   0.123120E+00
  7637   0.397472E-02   0.418639E-04  -0.860560E-04   0.118534E+05   0.123009E+00
  7638   0.397281E-02   0.418133E-04  -0.859287E-04   0.118509E+05   0.122898E+00
  7639   0.397091E-02   0.417626E-04  -0.858008E-04   0.118484E+05   0.122787E+00
  7640   0.396901E-02   0.417117E-04  -0.856724E-04   0.118459E+05   0.122675E+00
  7641   0.396712E-02   0.416608E-04  -0.855434E-04   0.118434E+05   0.122564E+00
  7642   0.396523E-02   0.416097E-04  -0.854137E-04   0.118409E+05   0.122453E+00
  7643   0.396336E-02   0.415585E-04  -0.852836E-04   0.118384E+05   0.122342E+00
  7644   0.396149E-02   0.415072E-04  -0.851528E-04   0.118359E+05   0.122232E+00
  7645   0.395962E-02   0.414558E-04  -0.850215E-04   0.118334E+05   0.122121E+00
  7646   0.395776E-02   0.414042E-04  -0.848896E-04   0.118310E+05   0.122010E+00
  7647   0.395591E-02   0.413525E-04  -0.847571E-04   0.118285E+05   0.121899E+00
  7648   0.395407E-02   0.413007E-04  -0.846241E-04   0.118260E+05   0.121788E+00
  7649   0.395223E-02   0.412488E-04  -0.844905E-04   0.118235E+05   0.121677E+00
  7650   0.395040E-02   0.411968E-04  -0.843563E-04   0.118210E+05   0.121566E+00
  7651   0.394857E-02   0.411446E-04  -0.842216E-04   0.118185E+05   0.121455E+00
  7652   0.394675E-02   0.410923E-04  -0.840863E-04   0.118161E+05   0.121344E+00
  7653   0.394494E-02   0.410399E-04  -0.839505E-04   0.118136E+05   0.121234E+00
  7654   0.394313E-02   0.409874E-04  -0.838141E-04   0.118111E+05   0.121123E+00
  7655   0.394134E-02   0.409348E-04  -0.836771E-04   0.118086E+05   0.121012E+00
  7656   0.393954E-02   0.408821E-04  -0.835396E-04   0.118061E+05   0.120901E+00
  7657   0.393776E-02   0.408292E-04  -0.834015E-04   0.118037E+05   0.120790E+00
  7658   0.393598E-02   0.407762E-04  -0.832629E-04   0.118012E+05   0.120680E+00
  7659   0.393420E-02   0.407231E-04  -0.831237E-04   0.117987E+05   0.120569E+00
  7660   0.393243E-02   0.406699E-04  -0.829840E-04   0.117962E+05   0.120458E+00
  7661   0.393067E-02   0.406166E-04  -0.828437E-04   0.117938E+05   0.120348E+00
  7662   0.392892E-02   0.405632E-04  -0.827029E-04   0.117913E+05   0.120237E+00
  7663   0.392717E-02   0.405096E-04  -0.825616E-04   0.117888E+05   0.120126E+00
  7664   0.392543E-02   0.404560E-04  -0.824197E-04   0.117863E+05   0.120016E+00
  7665   0.392369E-02   0.404022E-04  -0.822772E-04   0.117839E+05   0.119905E+00
  7666   0.392196E-02   0.403483E-04  -0.821343E-04   0.117814E+05   0.119794E+00
  7667   0.392024E-02   0.402943E-04  -0.819907E-04   0.117789E+05   0.119684E+00
  7668   0.391852E-02   0.402402E-04  -0.818467E-04   0.117765E+05   0.119573E+00
  7669   0.391681E-02   0.401860E-04  -0.817021E-04   0.117740E+05   0.119463E+00
  7670   0.391511E-02   0.401316E-04  -0.815570E-04   0.117715E+05   0.119352E+00
  7671   0.391341E-02   0.400772E-04  -0.814113E-04   0.117691E+05   0.119242E+00
  7672   0.391172E-02   0.400226E-04  -0.812652E-04   0.117666E+05   0.119131E+00
  7673   0.391003E-02   0.399680E-04  -0.811185E-04   0.117641E+05   0.119021E+00
  7674   0.390836E-02   0.399132E-04  -0.809712E-04   0.117617E+05   0.118910E+00
  7675   0.390668E-02   0.398583E-04  -0.808235E-04   0.117592E+05   0.118800E+00
  7676   0.390501E-02   0.398033E-04  -0.806752E-04   0.117567E+05   0.118689E+00
  7677   0.390335E-02   0.397482E-04  -0.805264E-04   0.117543E+05   0.118579E+00
  7678   0.390170E-02   0.396930E-04  -0.803771E-04   0.117518E+05   0.118469E+00
  7679   0.390005E-02   0.396377E-04  -0.802272E-04   0.117494E+05   0.118358E+00
  7680   0.389841E-02   0.395822E-04  -0.800769E-04   0.117469E+05   0.118248E+00
  7681   0.389677E-02   0.395267E-04  -0.799260E-04   0.117444E+05   0.118138E+00
  7682   0.389514E-02   0.394711E-04  -0.797746E-04   0.117420E+05   0.118027E+00
  7683   0.389352E-02   0.394153E-04  -0.796227E-04   0.117395E+05   0.117917E+00
  7684   0.389190E-02   0.393595E-04  -0.794703E-04   0.117371E+05   0.117807E+00
  7685   0.389029E-02   0.393035E-04  -0.793174E-04   0.117346E+05   0.117697E+00
  7686   0.388868E-02   0.392474E-04  -0.791639E-04   0.117322E+05   0.117586E+00
  7687   0.388708E-02   0.391912E-04  -0.790100E-04   0.117297E+05   0.117476E+00
  7688   0.388549E-02   0.391350E-04  -0.788556E-04   0.117273E+05   0.117366E+00
  7689   0.388390E-02   0.390786E-04  -0.787006E-04   0.117248E+05   0.117256E+00
  7690   0.388232E-02   0.390221E-04  -0.785452E-04   0.117224E+05   0.117146E+00
  7691   0.388074E-02   0.389655E-04  -0.783893E-04   0.117199E+05   0.117036E+00
  7692   0.387917E-02   0.389088E-04  -0.782328E-04   0.117175E+05   0.116926E+00
  7693   0.387760E-02   0.388520E-04  -0.780759E-04   0.117150E+05   0.116816E+00
  7694   0.387605E-02   0.387951E-04  -0.779184E-04   0.117126E+05   0.116706E+00
  7695   0.387449E-02   0.387381E-04  -0.777605E-04   0.117101E+05   0.116596E+00
  7696   0.387295E-02   0.386810E-04  -0.776021E-04   0.117077E+05   0.116486E+00
  7697   0.387141E-02   0.386238E-04  -0.774432E-04   0.117052E+05   0.116376E+00
  7698   0.386987E-02   0.385665E-04  -0.772838E-04   0.117028E+05   0.116266E+00
  7699   0.386834E-02   0.385091E-04  -0.771239E-04   0.117003E+05   0.116156E+00
  7700   0.386682E-02   0.384516E-04  -0.769636E-04   0.116979E+05   0.116046E+00
  7701   0.386530E-02   0.383940E-04  -0.768027E-04   0.116955E+05   0.115936E+00
  7702   0.386379E-02   0.383363E-04  -0.766414E-04   0.116930E+05   0.115826E+00
  7703   0.386228E-02   0.382785E-04  -0.764796E-04   0.116906E+05   0.115716E+00
  7704   0.386078E-02   0.382206E-04  -0.763173E-04   0.116881E+05   0.115606E+00
  7705   0.385929E-02   0.381626E-04  -0.761545E-04   0.116857E+05   0.115497E+00
  7706   0.385780E-02   0.381045E-04  -0.759913E-04   0.116833E+05   0.115387E+00
  7707   0.385632E-02   0.380463E-04  -0.758275E-04   0.116808E+05   0.115277E+00
  7708   0.385484E-02   0.379880E-04  -0.756633E-04   0.116784E+05   0.115167E+00
  7709   0.385337E-02   0.379296E-04  -0.754987E-04   0.116760E+05   0.115058E+00
  7710   0.385190E-02   0.378711E-04  -0.753336E-04   0.116735E+05   0.114948E+00
  7711   0.385044E-02   0.378125E-04  -0.751680E-04   0.116711E+05   0.114838E+00
  7712   0.384899E-02   0.377538E-04  -0.750019E-04   0.116687E+05   0.114729E+00
  7713   0.384754E-02   0.376950E-04  -0.748353E-04   0.116662E+05   0.114619E+00
  7714   0.384610E-02   0.376362E-04  -0.746684E-04   0.116638E+05   0.114509E+00
  7715   0.384466E-02   0.375772E-04  -0.745009E-04   0.116614E+05   0.114400E+00
  7716   0.384323E-02   0.375181E-04  -0.743330E-04   0.116589E+05   0.114290E+00
  7717   0.384180E-02   0.374590E-04  -0.741646E-04   0.116565E+05   0.114181E+00
  7718   0.384038E-02   0.373997E-04  -0.739958E-04   0.116541E+05   0.114071E+00
  7719   0.383897E-02   0.373404E-04  -0.738265E-04   0.116517E+05   0.113962E+00
  7720   0.383756E-02   0.372810E-04  -0.736567E-04   0.116492E+05   0.113852E+00
  7721   0.383615E-02   0.372214E-04  -0.734865E-04   0.116468E+05   0.113743E+00
  7722   0.383476E-02   0.371618E-04  -0.733159E-04   0.116444E+05   0.113633E+00
  7723   0.383336E-02   0.371021E-04  -0.731448E-04   0.116420E+05   0.113524E+00
  7724   0.383198E-02   0.370423E-04  -0.729733E-04   0.116395E+05   0.113415E+00
  7725   0.383059E-02   0.369824E-04  -0.728013E-04   0.116371E+05   0.113305E+00
  7726   0.382922E-02   0.369224E-04  -0.726288E-04   0.116347E+05   0.113196E+00
  7727   0.382785E-02   0.368623E-04  -0.724560E-04   0.116323E+05   0.113087E+00
  7728   0.382648E-02   0.368022E-04  -0.722826E-04   0.116299E+05   0.112978E+00
  7729   0.382512E-02   0.367419E-04  -0.721089E-04   0.116274E+05   0.112868E+00
  7730   0.382377E-02   0.366816E-04  -0.719347E-04   0.116250E+05   0.112759E+00
  7731   0.382242E-02   0.366211E-04  -0.717601E-04   0.116226E+05   0.112650E+00
  7732   0.382107E-02   0.365606E-04  -0.715850E-04   0.116202E+05   0.112541E+00
  7733   0.381974E-02   0.365000E-04  -0.714095E-04   0.116178E+05   0.112432E+00
  7734   0.381840E-02   0.364393E-04  -0.712336E-04   0.116154E+05   0.112323E+00
  7735   0.381707E-02   0.363785E-04  -0.710572E-04   0.116129E+05   0.112214E+00
  7736   0.381575E-02   0.363176E-04  -0.708804E-04   0.116105E+05   0.112105E+00
  7737   0.381444E-02   0.362567E-04  -0.707032E-04   0.116081E+05   0.111996E+00
  7738   0.381312E-02   0.361956E-04  -0.705256E-04   0.116057E+05   0.111887E+00
  7739   0.381182E-02   0.361345E-04  -0.703475E-04   0.116033E+05   0.111778E+00
  7740   0.381052E-02   0.360733E-04  -0.701690E-04   0.116009E+05   0.111669E+00
  7741   0.380922E-02   0.360120E-04  -0.699901E-04   0.115985E+05   0.111560E+00
  7742   0.380793E-02   0.359506E-04  -0.698108E-04   0.115961E+05   0.111451E+00
  7743   0.380664E-02   0.358891E-04  -0.696310E-04   0.115937E+05   0.111342E+00
  7744   0.380536E-02   0.358276E-04  -0.694508E-04   0.115913E+05   0.111233E+00
  7745   0.380409E-02   0.357659E-04  -0.692703E-04   0.115889E+05   0.111124E+00
  7746   0.380282E-02   0.357042E-04  -0.690893E-04   0.115865E+05   0.111016E+00
  7747   0.380156E-02   0.356424E-04  -0.689079E-04   0.115840E+05   0.110907E+00
  7748   0.380030E-02   0.355805E-04  -0.687261E-04   0.115816E+05   0.110798E+00
  7749   0.379904E-02   0.355185E-04  -0.685439E-04   0.115792E+05   0.110689E+00
  7750   0.379779E-02   0.354565E-04  -0.683612E-04   0.115768E+05   0.110581E+00
  7751   0.379655E-02   0.353944E-04  -0.681782E-04   0.115744E+05   0.110472E+00
  7752   0.379531E-02   0.353321E-04  -0.679948E-04   0.115720E+05   0.110364E+00
  7753   0.379408E-02   0.352698E-04  -0.678109E-04   0.115696E+05   0.110255E+00
  7754   0.379285E-02   0.352075E-04  -0.676267E-04   0.115672E+05   0.110146E+00
  7755   0.379163E-02   0.351450E-04  -0.674421E-04   0.115648E+05   0.110038E+00
  7756   0.379041E-02   0.350825E-04  -0.672570E-04   0.115625E+05   0.109929E+00
  7757   0.378919E-02   0.350199E-04  -0.670716E-04   0.115601E+05   0.109821E+00
  7758   0.378799E-02   0.349572E-04  -0.668858E-04   0.115577E+05   0.109713E+00
  7759   0.378678E-02   0.348944E-04  -0.666996E-04   0.115553E+05   0.109604E+00
  7760   0.378558E-02   0.348315E-04  -0.665130E-04   0.115529E+05   0.109496E+00
  7761   0.378439E-02   0.347686E-04  -0.663260E-04   0.115505E+05   0.109387E+00
  7762   0.378320E-02   0.347056E-04  -0.661386E-04   0.115481E+05   0.109279E+00
  7763   0.378202E-02   0.346425E-04  -0.659508E-04   0.115457E+05   0.109171E+00
  7764   0.378084E-02   0.345794E-04  -0.657627E-04   0.115433E+05   0.109063E+00
  7765   0.377967E-02   0.345161E-04  -0.655741E-04   0.115409E+05   0.108954E+00
  7766   0.377850E-02   0.344528E-04  -0.653852E-04   0.115385E+05   0.108846E+00
  7767   0.377734E-02   0.343894E-04  -0.651959E-04   0.115361E+05   0.108738E+00
  7768   0.377618E-02   0.343260E-04  -0.650063E-04   0.115338E+05   0.108630E+00
  7769   0.377502E-02   0.342624E-04  -0.648162E-04   0.115314E+05   0.108522E+00
  7770   0.377388E-02   0.341988E-04  -0.646258E-04   0.115290E+05   0.108414E+00
  7771   0.377273E-02   0.341351E-04  -0.644350E-04   0.115266E+05   0.108306E+00
  7772   0.377159E-02   0.340714E-04  -0.642438E-04   0.115242E+05   0.108198E+00
  7773   0.377046E-02   0.340075E-04  -0.640523E-04   0.115218E+05   0.108090E+00
  7774   0.376933E-02   0.339436E-04  -0.638604E-04   0.115195E+05   0.107982E+00
  7775   0.376820E-02   0.338796E-04  -0.636681E-04   0.115171E+05   0.107874E+00
  7776   0.376708E-02   0.338156E-04  -0.634755E-04   0.115147E+05   0.107766E+00
  7777   0.376597E-02   0.337515E-04  -0.632825E-04   0.115123E+05   0.107658E+00
  7778   0.376486E-02   0.336873E-04  -0.630891E-04   0.115099E+05   0.107550E+00
  7779   0.376375E-02   0.336230E-04  -0.628954E-04   0.115076E+05   0.107442E+00
  7780   0.376265E-02   0.335587E-04  -0.627013E-04   0.115052E+05   0.107335E+00
  7781   0.376156E-02   0.334943E-04  -0.625068E-04   0.115028E+05   0.107227E+00
