#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  8026   0.360157E-02  -0.800658E-05   0.479342E-08  -0.800658E-05   0.165085E-04   0.360093E-11   0.479342E-08   0.360093E-11   0.234525E-09
  8027   0.360122E-02  -0.777210E-05   0.478779E-08  -0.777210E-05   0.164380E-04   0.359497E-11   0.478779E-08   0.359497E-11   0.234477E-09
  8028   0.360087E-02  -0.753765E-05   0.478216E-08  -0.753765E-05   0.163675E-04   0.358900E-11   0.478216E-08   0.358900E-11   0.234430E-09
  8029   0.360053E-02  -0.730324E-05   0.477654E-08  -0.730324E-05   0.162970E-04   0.358304E-11   0.477654E-08   0.358304E-11   0.234383E-09
  8030   0.360018E-02  -0.706887E-05   0.477091E-08  -0.706887E-05   0.162266E-04   0.357708E-11   0.477091E-08   0.357708E-11   0.234336E-09
  8031   0.359984E-02  -0.683453E-05   0.476530E-08  -0.683453E-05   0.161562E-04   0.357112E-11   0.476530E-08   0.357112E-11   0.234290E-09
  8032   0.359950E-02  -0.660023E-05   0.475968E-08  -0.660023E-05   0.160858E-04   0.356516E-11   0.475968E-08   0.356516E-11   0.234243E-09
  8033   0.359916E-02  -0.636596E-05   0.475407E-08  -0.636596E-05   0.160154E-04   0.355920E-11   0.475407E-08   0.355920E-11   0.234196E-09
  8034   0.359882E-02  -0.613175E-05   0.474846E-08  -0.613175E-05   0.159450E-04   0.355324E-11   0.474846E-08   0.355324E-11   0.234149E-09
  8035   0.359848E-02  -0.589757E-05   0.474286E-08  -0.589757E-05   0.158747E-04   0.354728E-11   0.474286E-08   0.354728E-11   0.234102E-09
  8036   0.359814E-02  -0.566344E-05   0.473726E-08  -0.566344E-05   0.158044E-04   0.354133E-11   0.473726E-08   0.354133E-11   0.234055E-09
  8037   0.359781E-02  -0.542935E-05   0.473166E-08  -0.542935E-05   0.157341E-04   0.353537E-11   0.473166E-08   0.353537E-11   0.234008E-09
  8038   0.359748E-02  -0.519532E-05   0.472607E-08  -0.519532E-05   0.156638E-04   0.352942E-11   0.472607E-08   0.352942E-11   0.233961E-09
  8039   0.359714E-02  -0.496133E-05   0.472048E-08  -0.496133E-05   0.155936E-04   0.352347E-11   0.472048E-08   0.352347E-11   0.233914E-09
  8040   0.359681E-02  -0.472739E-05   0.471490E-08  -0.472739E-05   0.155234E-04   0.351752E-11   0.471490E-08   0.351752E-11   0.233867E-09
  8041   0.359648E-02  -0.449351E-05   0.470931E-08  -0.449351E-05   0.154532E-04   0.351157E-11   0.470931E-08   0.351157E-11   0.233821E-09
  8042   0.359615E-02  -0.425968E-05   0.470373E-08  -0.425968E-05   0.153830E-04   0.350562E-11   0.470373E-08   0.350562E-11   0.233774E-09
  8043   0.359582E-02  -0.402590E-05   0.469816E-08  -0.402590E-05   0.153129E-04   0.349967E-11   0.469816E-08   0.349967E-11   0.233727E-09
  8044   0.359549E-02  -0.379219E-05   0.469259E-08  -0.379219E-05   0.152428E-04   0.349373E-11   0.469259E-08   0.349373E-11   0.233680E-09
  8045   0.359517E-02  -0.355853E-05   0.468702E-08  -0.355853E-05   0.151727E-04   0.348779E-11   0.468702E-08   0.348779E-11   0.233633E-09
  8046   0.359484E-02  -0.332493E-05   0.468146E-08  -0.332493E-05   0.151026E-04   0.348184E-11   0.468146E-08   0.348184E-11   0.233587E-09
  8047   0.359452E-02  -0.309140E-05   0.467590E-08  -0.309140E-05   0.150326E-04   0.347590E-11   0.467590E-08   0.347590E-11   0.233540E-09
  8048   0.359420E-02  -0.285793E-05   0.467034E-08  -0.285793E-05   0.149626E-04   0.346996E-11   0.467034E-08   0.346996E-11   0.233493E-09
  8049   0.359387E-02  -0.262452E-05   0.466479E-08  -0.262452E-05   0.148927E-04   0.346403E-11   0.466479E-08   0.346403E-11   0.233447E-09
  8050   0.359355E-02  -0.239118E-05   0.465924E-08  -0.239118E-05   0.148227E-04   0.345809E-11   0.465924E-08   0.345809E-11   0.233400E-09
  8051   0.359323E-02  -0.215791E-05   0.465369E-08  -0.215791E-05   0.147528E-04   0.345216E-11   0.465369E-08   0.345216E-11   0.233353E-09
  8052   0.359291E-02  -0.192471E-05   0.464815E-08  -0.192471E-05   0.146829E-04   0.344623E-11   0.464815E-08   0.344623E-11   0.233307E-09
  8053   0.359260E-02  -0.169158E-05   0.464261E-08  -0.169158E-05   0.146131E-04   0.344029E-11   0.464261E-08   0.344029E-11   0.233260E-09
  8054   0.359228E-02  -0.145853E-05   0.463708E-08  -0.145853E-05   0.145433E-04   0.343437E-11   0.463708E-08   0.343437E-11   0.233213E-09
  8055   0.359196E-02  -0.122554E-05   0.463155E-08  -0.122554E-05   0.144735E-04   0.342844E-11   0.463155E-08   0.342844E-11   0.233167E-09
  8056   0.359165E-02  -0.992639E-06   0.462602E-08  -0.992639E-06   0.144037E-04   0.342251E-11   0.462602E-08   0.342251E-11   0.233120E-09
  8057   0.359134E-02  -0.759812E-06   0.462050E-08  -0.759812E-06   0.143340E-04   0.341659E-11   0.462050E-08   0.341659E-11   0.233073E-09
  8058   0.359102E-02  -0.527064E-06   0.461498E-08  -0.527064E-06   0.142643E-04   0.341067E-11   0.461498E-08   0.341067E-11   0.233027E-09
  8059   0.359071E-02  -0.294398E-06   0.460946E-08  -0.294398E-06   0.141946E-04   0.340475E-11   0.460946E-08   0.340475E-11   0.232980E-09
  8060   0.359040E-02  -0.618136E-07   0.460395E-08  -0.618136E-07   0.141250E-04   0.339883E-11   0.460395E-08   0.339883E-11   0.232934E-09
  8061   0.359009E-02   0.170686E-06   0.459844E-08   0.170686E-06   0.140554E-04   0.339291E-11   0.459844E-08   0.339291E-11   0.232887E-09
  8062   0.358978E-02   0.403100E-06   0.459294E-08   0.403100E-06   0.139858E-04   0.338700E-11   0.459294E-08   0.338700E-11   0.232841E-09
  8063   0.358947E-02   0.635427E-06   0.458744E-08   0.635427E-06   0.139163E-04   0.338109E-11   0.458744E-08   0.338109E-11   0.232794E-09
  8064   0.358916E-02   0.867665E-06   0.458194E-08   0.867665E-06   0.138468E-04   0.337518E-11   0.458194E-08   0.337518E-11   0.232748E-09
  8065   0.358886E-02   0.109981E-05   0.457645E-08   0.109981E-05   0.137773E-04   0.336927E-11   0.457645E-08   0.336927E-11   0.232701E-09
  8066   0.358855E-02   0.133187E-05   0.457096E-08   0.133187E-05   0.137079E-04   0.336336E-11   0.457096E-08   0.336336E-11   0.232655E-09
  8067   0.358825E-02   0.156383E-05   0.456547E-08   0.156383E-05   0.136385E-04   0.335746E-11   0.456547E-08   0.335746E-11   0.232608E-09
  8068   0.358794E-02   0.179569E-05   0.455999E-08   0.179569E-05   0.135692E-04   0.335156E-11   0.455999E-08   0.335156E-11   0.232562E-09
  8069   0.358764E-02   0.202746E-05   0.455451E-08   0.202746E-05   0.134998E-04   0.334566E-11   0.455451E-08   0.334566E-11   0.232515E-09
  8070   0.358734E-02   0.225914E-05   0.454904E-08   0.225914E-05   0.134306E-04   0.333976E-11   0.454904E-08   0.333976E-11   0.232469E-09
  8071   0.358703E-02   0.249071E-05   0.454357E-08   0.249071E-05   0.133613E-04   0.333386E-11   0.454357E-08   0.333386E-11   0.232423E-09
  8072   0.358673E-02   0.272218E-05   0.453810E-08   0.272218E-05   0.132921E-04   0.332797E-11   0.453810E-08   0.332797E-11   0.232376E-09
  8073   0.358643E-02   0.295354E-05   0.453264E-08   0.295354E-05   0.132229E-04   0.332208E-11   0.453264E-08   0.332208E-11   0.232330E-09
  8074   0.358613E-02   0.318480E-05   0.452718E-08   0.318480E-05   0.131538E-04   0.331619E-11   0.452718E-08   0.331619E-11   0.232284E-09
  8075   0.358583E-02   0.341596E-05   0.452172E-08   0.341596E-05   0.130847E-04   0.331030E-11   0.452172E-08   0.331030E-11   0.232237E-09
  8076   0.358554E-02   0.364701E-05   0.451627E-08   0.364701E-05   0.130156E-04   0.330442E-11   0.451627E-08   0.330442E-11   0.232191E-09
  8077   0.358524E-02   0.387794E-05   0.451082E-08   0.387794E-05   0.129466E-04   0.329854E-11   0.451082E-08   0.329854E-11   0.232145E-09
  8078   0.358494E-02   0.410877E-05   0.450538E-08   0.410877E-05   0.128776E-04   0.329266E-11   0.450538E-08   0.329266E-11   0.232098E-09
  8079   0.358465E-02   0.433949E-05   0.449994E-08   0.433949E-05   0.128087E-04   0.328678E-11   0.449994E-08   0.328678E-11   0.232052E-09
  8080   0.358435E-02   0.457009E-05   0.449450E-08   0.457009E-05   0.127398E-04   0.328091E-11   0.449450E-08   0.328091E-11   0.232006E-09
  8081   0.358405E-02   0.480057E-05   0.448907E-08   0.480057E-05   0.126709E-04   0.327504E-11   0.448907E-08   0.327504E-11   0.231960E-09
  8082   0.358376E-02   0.503094E-05   0.448365E-08   0.503094E-05   0.126021E-04   0.326917E-11   0.448365E-08   0.326917E-11   0.231913E-09
  8083   0.358347E-02   0.526119E-05   0.447822E-08   0.526119E-05   0.125334E-04   0.326330E-11   0.447822E-08   0.326330E-11   0.231867E-09
  8084   0.358317E-02   0.549131E-05   0.447280E-08   0.549131E-05   0.124646E-04   0.325744E-11   0.447280E-08   0.325744E-11   0.231821E-09
  8085   0.358288E-02   0.572132E-05   0.446738E-08   0.572132E-05   0.123959E-04   0.325158E-11   0.446738E-08   0.325158E-11   0.231775E-09
  8086   0.358259E-02   0.595120E-05   0.446197E-08   0.595120E-05   0.123273E-04   0.324572E-11   0.446197E-08   0.324572E-11   0.231729E-09
  8087   0.358230E-02   0.618096E-05   0.445656E-08   0.618096E-05   0.122587E-04   0.323986E-11   0.445656E-08   0.323986E-11   0.231682E-09
  8088   0.358201E-02   0.641059E-05   0.445116E-08   0.641059E-05   0.121901E-04   0.323401E-11   0.445116E-08   0.323401E-11   0.231636E-09
  8089   0.358172E-02   0.664009E-05   0.444576E-08   0.664009E-05   0.121216E-04   0.322816E-11   0.444576E-08   0.322816E-11   0.231590E-09
  8090   0.358142E-02   0.686946E-05   0.444036E-08   0.686946E-05   0.120531E-04   0.322231E-11   0.444036E-08   0.322231E-11   0.231544E-09
  8091   0.358114E-02   0.709870E-05   0.443497E-08   0.709870E-05   0.119847E-04   0.321647E-11   0.443497E-08   0.321647E-11   0.231498E-09
  8092   0.358085E-02   0.732781E-05   0.442958E-08   0.732781E-05   0.119163E-04   0.321062E-11   0.442958E-08   0.321062E-11   0.231452E-09
  8093   0.358056E-02   0.755678E-05   0.442420E-08   0.755678E-05   0.118479E-04   0.320478E-11   0.442420E-08   0.320478E-11   0.231406E-09
  8094   0.358027E-02   0.778562E-05   0.441882E-08   0.778562E-05   0.117796E-04   0.319895E-11   0.441882E-08   0.319895E-11   0.231360E-09
  8095   0.357998E-02   0.801432E-05   0.441344E-08   0.801432E-05   0.117114E-04   0.319311E-11   0.441344E-08   0.319311E-11   0.231314E-09
  8096   0.357969E-02   0.824288E-05   0.440807E-08   0.824288E-05   0.116431E-04   0.318728E-11   0.440807E-08   0.318728E-11   0.231268E-09
  8097   0.357941E-02   0.847129E-05   0.440270E-08   0.847129E-05   0.115750E-04   0.318145E-11   0.440270E-08   0.318145E-11   0.231222E-09
  8098   0.357912E-02   0.869957E-05   0.439733E-08   0.869957E-05   0.115069E-04   0.317563E-11   0.439733E-08   0.317563E-11   0.231176E-09
  8099   0.357884E-02   0.892770E-05   0.439197E-08   0.892770E-05   0.114388E-04   0.316981E-11   0.439197E-08   0.316981E-11   0.231130E-09
  8100   0.357855E-02   0.915569E-05   0.438662E-08   0.915569E-05   0.113708E-04   0.316399E-11   0.438662E-08   0.316399E-11   0.231084E-09
  8101   0.357826E-02   0.938352E-05   0.438126E-08   0.938352E-05   0.113028E-04   0.315817E-11   0.438126E-08   0.315817E-11   0.231038E-09
  8102   0.357798E-02   0.961121E-05   0.437592E-08   0.961121E-05   0.112349E-04   0.315236E-11   0.437592E-08   0.315236E-11   0.230992E-09
  8103   0.357769E-02   0.983875E-05   0.437057E-08   0.983875E-05   0.111670E-04   0.314655E-11   0.437057E-08   0.314655E-11   0.230946E-09
  8104   0.357741E-02   0.100661E-04   0.436523E-08   0.100661E-04   0.110992E-04   0.314075E-11   0.436523E-08   0.314075E-11   0.230900E-09
  8105   0.357713E-02   0.102934E-04   0.435990E-08   0.102934E-04   0.110314E-04   0.313494E-11   0.435990E-08   0.313494E-11   0.230854E-09
  8106   0.357684E-02   0.105204E-04   0.435456E-08   0.105204E-04   0.109637E-04   0.312914E-11   0.435456E-08   0.312914E-11   0.230808E-09
  8107   0.357656E-02   0.107474E-04   0.434923E-08   0.107474E-04   0.108960E-04   0.312335E-11   0.434923E-08   0.312335E-11   0.230762E-09
  8108   0.357628E-02   0.109741E-04   0.434391E-08   0.109741E-04   0.108283E-04   0.311755E-11   0.434391E-08   0.311755E-11   0.230716E-09
  8109   0.357599E-02   0.112007E-04   0.433859E-08   0.112007E-04   0.107608E-04   0.311176E-11   0.433859E-08   0.311176E-11   0.230671E-09
  8110   0.357571E-02   0.114272E-04   0.433327E-08   0.114272E-04   0.106932E-04   0.310598E-11   0.433327E-08   0.310598E-11   0.230625E-09
  8111   0.357543E-02   0.116535E-04   0.432796E-08   0.116535E-04   0.106258E-04   0.310019E-11   0.432796E-08   0.310019E-11   0.230579E-09
  8112   0.357514E-02   0.118796E-04   0.432265E-08   0.118796E-04   0.105583E-04   0.309441E-11   0.432265E-08   0.309441E-11   0.230533E-09
  8113   0.357486E-02   0.121055E-04   0.431735E-08   0.121055E-04   0.104910E-04   0.308864E-11   0.431735E-08   0.308864E-11   0.230487E-09
  8114   0.357458E-02   0.123313E-04   0.431205E-08   0.123313E-04   0.104236E-04   0.308286E-11   0.431205E-08   0.308286E-11   0.230442E-09
  8115   0.357430E-02   0.125569E-04   0.430676E-08   0.125569E-04   0.103564E-04   0.307710E-11   0.430676E-08   0.307710E-11   0.230396E-09
  8116   0.357402E-02   0.127823E-04   0.430146E-08   0.127823E-04   0.102892E-04   0.307133E-11   0.430146E-08   0.307133E-11   0.230350E-09
  8117   0.357373E-02   0.130076E-04   0.429618E-08   0.130076E-04   0.102220E-04   0.306557E-11   0.429618E-08   0.306557E-11   0.230304E-09
  8118   0.357345E-02   0.132327E-04   0.429089E-08   0.132327E-04   0.101549E-04   0.305981E-11   0.429089E-08   0.305981E-11   0.230259E-09
  8119   0.357317E-02   0.134576E-04   0.428562E-08   0.134576E-04   0.100878E-04   0.305405E-11   0.428562E-08   0.305405E-11   0.230213E-09
  8120   0.357289E-02   0.136824E-04   0.428034E-08   0.136824E-04   0.100208E-04   0.304830E-11   0.428034E-08   0.304830E-11   0.230167E-09
  8121   0.357261E-02   0.139069E-04   0.427507E-08   0.139069E-04   0.995391E-05   0.304255E-11   0.427507E-08   0.304255E-11   0.230122E-09
  8122   0.357233E-02   0.141313E-04   0.426980E-08   0.141313E-04   0.988702E-05   0.303681E-11   0.426980E-08   0.303681E-11   0.230076E-09
  8123   0.357205E-02   0.143555E-04   0.426454E-08   0.143555E-04   0.982019E-05   0.303107E-11   0.426454E-08   0.303107E-11   0.230030E-09
  8124   0.357177E-02   0.145795E-04   0.425928E-08   0.145795E-04   0.975341E-05   0.302533E-11   0.425928E-08   0.302533E-11   0.229985E-09
  8125   0.357149E-02   0.148033E-04   0.425403E-08   0.148033E-04   0.968670E-05   0.301960E-11   0.425403E-08   0.301960E-11   0.229939E-09
  8126   0.357120E-02   0.150270E-04   0.424878E-08   0.150270E-04   0.962004E-05   0.301387E-11   0.424878E-08   0.301387E-11   0.229893E-09
  8127   0.357092E-02   0.152504E-04   0.424354E-08   0.152504E-04   0.955343E-05   0.300814E-11   0.424354E-08   0.300814E-11   0.229848E-09
  8128   0.357064E-02   0.154737E-04   0.423829E-08   0.154737E-04   0.948689E-05   0.300242E-11   0.423829E-08   0.300242E-11   0.229802E-09
  8129   0.357036E-02   0.156968E-04   0.423306E-08   0.156968E-04   0.942040E-05   0.299670E-11   0.423306E-08   0.299670E-11   0.229757E-09
  8130   0.357008E-02   0.159197E-04   0.422782E-08   0.159197E-04   0.935397E-05   0.299099E-11   0.422782E-08   0.299099E-11   0.229711E-09
  8131   0.356980E-02   0.161423E-04   0.422260E-08   0.161423E-04   0.928760E-05   0.298528E-11   0.422260E-08   0.298528E-11   0.229665E-09
  8132   0.356952E-02   0.163648E-04   0.421737E-08   0.163648E-04   0.922129E-05   0.297958E-11   0.421737E-08   0.297958E-11   0.229620E-09
  8133   0.356924E-02   0.165871E-04   0.421215E-08   0.165871E-04   0.915504E-05   0.297387E-11   0.421215E-08   0.297387E-11   0.229574E-09
  8134   0.356895E-02   0.168092E-04   0.420694E-08   0.168092E-04   0.908885E-05   0.296818E-11   0.420694E-08   0.296818E-11   0.229529E-09
  8135   0.356867E-02   0.170311E-04   0.420172E-08   0.170311E-04   0.902272E-05   0.296248E-11   0.420172E-08   0.296248E-11   0.229483E-09
  8136   0.356839E-02   0.172528E-04   0.419652E-08   0.172528E-04   0.895665E-05   0.295679E-11   0.419652E-08   0.295679E-11   0.229438E-09
  8137   0.356811E-02   0.174743E-04   0.419131E-08   0.174743E-04   0.889064E-05   0.295111E-11   0.419131E-08   0.295111E-11   0.229393E-09
  8138   0.356783E-02   0.176956E-04   0.418612E-08   0.176956E-04   0.882469E-05   0.294543E-11   0.418612E-08   0.294543E-11   0.229347E-09
  8139   0.356755E-02   0.179166E-04   0.418092E-08   0.179166E-04   0.875880E-05   0.293975E-11   0.418092E-08   0.293975E-11   0.229302E-09
  8140   0.356726E-02   0.181375E-04   0.417573E-08   0.181375E-04   0.869298E-05   0.293407E-11   0.417573E-08   0.293407E-11   0.229256E-09
  8141   0.356698E-02   0.183581E-04   0.417055E-08   0.183581E-04   0.862722E-05   0.292841E-11   0.417055E-08   0.292841E-11   0.229211E-09
  8142   0.356670E-02   0.185786E-04   0.416536E-08   0.185786E-04   0.856152E-05   0.292274E-11   0.416536E-08   0.292274E-11   0.229165E-09
  8143   0.356642E-02   0.187988E-04   0.416019E-08   0.187988E-04   0.849588E-05   0.291708E-11   0.416019E-08   0.291708E-11   0.229120E-09
  8144   0.356613E-02   0.190188E-04   0.415501E-08   0.190188E-04   0.843031E-05   0.291143E-11   0.415501E-08   0.291143E-11   0.229075E-09
  8145   0.356585E-02   0.192386E-04   0.414984E-08   0.192386E-04   0.836480E-05   0.290577E-11   0.414984E-08   0.290577E-11   0.229029E-09
  8146   0.356557E-02   0.194582E-04   0.414468E-08   0.194582E-04   0.829936E-05   0.290013E-11   0.414468E-08   0.290013E-11   0.228984E-09
  8147   0.356528E-02   0.196775E-04   0.413952E-08   0.196775E-04   0.823398E-05   0.289448E-11   0.413952E-08   0.289448E-11   0.228939E-09
  8148   0.356500E-02   0.198967E-04   0.413437E-08   0.198967E-04   0.816867E-05   0.288885E-11   0.413437E-08   0.288885E-11   0.228893E-09
  8149   0.356471E-02   0.201156E-04   0.412921E-08   0.201156E-04   0.810342E-05   0.288321E-11   0.412921E-08   0.288321E-11   0.228848E-09
  8150   0.356443E-02   0.203343E-04   0.412407E-08   0.203343E-04   0.803824E-05   0.287758E-11   0.412407E-08   0.287758E-11   0.228803E-09
  8151   0.356414E-02   0.205527E-04   0.411893E-08   0.205527E-04   0.797312E-05   0.287196E-11   0.411893E-08   0.287196E-11   0.228758E-09
  8152   0.356386E-02   0.207710E-04   0.411379E-08   0.207710E-04   0.790807E-05   0.286634E-11   0.411379E-08   0.286634E-11   0.228712E-09
  8153   0.356357E-02   0.209890E-04   0.410865E-08   0.209890E-04   0.784309E-05   0.286072E-11   0.410865E-08   0.286072E-11   0.228667E-09
  8154   0.356329E-02   0.212068E-04   0.410352E-08   0.212068E-04   0.777818E-05   0.285511E-11   0.410352E-08   0.285511E-11   0.228622E-09
  8155   0.356300E-02   0.214243E-04   0.409840E-08   0.214243E-04   0.771333E-05   0.284950E-11   0.409840E-08   0.284950E-11   0.228577E-09
  8156   0.356271E-02   0.216416E-04   0.409328E-08   0.216416E-04   0.764855E-05   0.284390E-11   0.409328E-08   0.284390E-11   0.228532E-09
  8157   0.356242E-02   0.218587E-04   0.408816E-08   0.218587E-04   0.758384E-05   0.283830E-11   0.408816E-08   0.283830E-11   0.228486E-09
  8158   0.356214E-02   0.220755E-04   0.408305E-08   0.220755E-04   0.751920E-05   0.283271E-11   0.408305E-08   0.283271E-11   0.228441E-09
  8159   0.356185E-02   0.222921E-04   0.407794E-08   0.222921E-04   0.745463E-05   0.282712E-11   0.407794E-08   0.282712E-11   0.228396E-09
  8160   0.356156E-02   0.225085E-04   0.407284E-08   0.225085E-04   0.739012E-05   0.282154E-11   0.407284E-08   0.282154E-11   0.228351E-09
  8161   0.356127E-02   0.227246E-04   0.406774E-08   0.227246E-04   0.732569E-05   0.281596E-11   0.406774E-08   0.281596E-11   0.228306E-09
  8162   0.356098E-02   0.229404E-04   0.406265E-08   0.229404E-04   0.726133E-05   0.281039E-11   0.406265E-08   0.281039E-11   0.228261E-09
  8163   0.356069E-02   0.231561E-04   0.405756E-08   0.231561E-04   0.719703E-05   0.280482E-11   0.405756E-08   0.280482E-11   0.228216E-09
  8164   0.356040E-02   0.233714E-04   0.405247E-08   0.233714E-04   0.713281E-05   0.279926E-11   0.405247E-08   0.279926E-11   0.228170E-09
