#    L    TT             EE             BB             TE          
   395   0.177359E+04   0.215973E+02   0.433248E-01   0.917029E+01
   396   0.176733E+04   0.215942E+02   0.434597E-01   0.724999E+01
   397   0.176148E+04   0.215871E+02   0.435952E-01   0.533647E+01
   398   0.175606E+04   0.215760E+02   0.437315E-01   0.343048E+01
   399   0.175105E+04   0.215610E+02   0.438685E-01   0.153280E+01
   400   0.174647E+04   0.215420E+02   0.440063E-01  -0.355816E+00
   401   0.174230E+04   0.215191E+02   0.441448E-01  -0.223462E+01
   402   0.173853E+04   0.214922E+02   0.442841E-01  -0.410286E+01
   403   0.173518E+04   0.214615E+02   0.444242E-01  -0.595977E+01
   404   0.173224E+04   0.214268E+02   0.445651E-01  -0.780459E+01
   405   0.172969E+04   0.213882E+02   0.447068E-01  -0.963658E+01
   406   0.172753E+04   0.213459E+02   0.448493E-01  -0.114550E+02
   407   0.172577E+04   0.212996E+02   0.449927E-01  -0.132591E+02
   408   0.172440E+04   0.212495E+02   0.451369E-01  -0.150481E+02
   409   0.172339E+04   0.211956E+02   0.452821E-01  -0.168213E+02
   410   0.172278E+04   0.211379E+02   0.454281E-01  -0.185778E+02
   411   0.172252E+04   0.210765E+02   0.455749E-01  -0.203172E+02
   412   0.172263E+04   0.210114E+02   0.457227E-01  -0.220387E+02
   413   0.172311E+04   0.209426E+02   0.458715E-01  -0.237418E+02
   414   0.172395E+04   0.208701E+02   0.460211E-01  -0.254257E+02
   415   0.172512E+04   0.207941E+02   0.461716E-01  -0.270899E+02
   416   0.172666E+04   0.207145E+02   0.463231E-01  -0.287337E+02
   417   0.172853E+04   0.206314E+02   0.464756E-01  -0.303565E+02
   418   0.173074E+04   0.205448E+02   0.466290E-01  -0.319576E+02
   419   0.173328E+04   0.204548E+02   0.467834E-01  -0.335365E+02
   420   0.173615E+04   0.203613E+02   0.469387E-01  -0.350924E+02
   421   0.173934E+04   0.202644E+02   0.470950E-01  -0.366248E+02
   422   0.174285E+04   0.201642E+02   0.472523E-01  -0.381329E+02
   423   0.174667E+04   0.200605E+02   0.474106E-01  -0.396162E+02
   424   0.175080E+04   0.199537E+02   0.475699E-01  -0.410741E+02
   425   0.175523E+04   0.198435E+02   0.477302E-01  -0.425060E+02
   426   0.175995E+04   0.197302E+02   0.478915E-01  -0.439116E+02
   427   0.176495E+04   0.196139E+02   0.480537E-01  -0.452905E+02
   428   0.177025E+04   0.194946E+02   0.482170E-01  -0.466422E+02
   429   0.177580E+04   0.193724E+02   0.483813E-01  -0.479663E+02
   430   0.178161E+04   0.192473E+02   0.485466E-01  -0.492623E+02
   431   0.178769E+04   0.191196E+02   0.487129E-01  -0.505298E+02
   432   0.179401E+04   0.189891E+02   0.488801E-01  -0.517685E+02
   433   0.180058E+04   0.188559E+02   0.490484E-01  -0.529779E+02
   434   0.180739E+04   0.187203E+02   0.492177E-01  -0.541575E+02
   435   0.181443E+04   0.185820E+02   0.493880E-01  -0.553069E+02
   436   0.182171E+04   0.184414E+02   0.495593E-01  -0.564256E+02
   437   0.182921E+04   0.182983E+02   0.497316E-01  -0.575133E+02
   438   0.183692E+04   0.181529E+02   0.499049E-01  -0.585696E+02
   439   0.184485E+04   0.180053E+02   0.500792E-01  -0.595940E+02
   440   0.185299E+04   0.178554E+02   0.502545E-01  -0.605863E+02
   441   0.186132E+04   0.177034E+02   0.504307E-01  -0.615461E+02
   442   0.186983E+04   0.175495E+02   0.506079E-01  -0.624732E+02
   443   0.187852E+04   0.173935E+02   0.507861E-01  -0.633672E+02
   444   0.188737E+04   0.172358E+02   0.509652E-01  -0.642279E+02
   445   0.189639E+04   0.170762E+02   0.511453E-01  -0.650549E+02
   446   0.190555E+04   0.169150E+02   0.513263E-01  -0.658480E+02
   447   0.191486E+04   0.167522E+02   0.515082E-01  -0.666072E+02
   448   0.192432E+04   0.165878E+02   0.516911E-01  -0.673323E+02
   449   0.193392E+04   0.164221E+02   0.518749E-01  -0.680231E+02
   450   0.194364E+04   0.162550E+02   0.520596E-01  -0.686797E+02
   451   0.195349E+04   0.160867E+02   0.522452E-01  -0.693018E+02
   452   0.196347E+04   0.159172E+02   0.524316E-01  -0.698893E+02
   453   0.197356E+04   0.157467E+02   0.526190E-01  -0.704421E+02
   454   0.198376E+04   0.155753E+02   0.528072E-01  -0.709598E+02
   455   0.199405E+04   0.154029E+02   0.529962E-01  -0.714424E+02
   456   0.200442E+04   0.152297E+02   0.531860E-01  -0.718898E+02
   457   0.201487E+04   0.150558E+02   0.533767E-01  -0.723016E+02
   458   0.202538E+04   0.148813E+02   0.535681E-01  -0.726778E+02
   459   0.203595E+04   0.147063E+02   0.537604E-01  -0.730183E+02
   460   0.204658E+04   0.145308E+02   0.539534E-01  -0.733233E+02
   461   0.205724E+04   0.143549E+02   0.541472E-01  -0.735920E+02
   462   0.206795E+04   0.141789E+02   0.543417E-01  -0.738266E+02
   463   0.207870E+04   0.140028E+02   0.545369E-01  -0.740257E+02
   464   0.208949E+04   0.138267E+02   0.547328E-01  -0.741900E+02
   465   0.210030E+04   0.136507E+02   0.549293E-01  -0.743195E+02
   466   0.211115E+04   0.134749E+02   0.551266E-01  -0.744149E+02
   467   0.212202E+04   0.132994E+02   0.553245E-01  -0.744755E+02
   468   0.213289E+04   0.131244E+02   0.555230E-01  -0.745021E+02
   469   0.214376E+04   0.129499E+02   0.557221E-01  -0.744947E+02
   470   0.215463E+04   0.127759E+02   0.559217E-01  -0.744532E+02
   471   0.216547E+04   0.126027E+02   0.561220E-01  -0.743771E+02
   472   0.217629E+04   0.124303E+02   0.563228E-01  -0.742676E+02
   473   0.218707E+04   0.122587E+02   0.565241E-01  -0.741235E+02
   474   0.219781E+04   0.120881E+02   0.567258E-01  -0.739469E+02
   475   0.220851E+04   0.119187E+02   0.569281E-01  -0.737363E+02
   476   0.221916E+04   0.117504E+02   0.571308E-01  -0.734925E+02
   477   0.222975E+04   0.115834E+02   0.573339E-01  -0.732163E+02
   478   0.224029E+04   0.114178E+02   0.575374E-01  -0.729075E+02
   479   0.225078E+04   0.112538E+02   0.577413E-01  -0.725673E+02
   480   0.226119E+04   0.110913E+02   0.579456E-01  -0.721951E+02
   481   0.227154E+04   0.109305E+02   0.581501E-01  -0.717916E+02
   482   0.228180E+04   0.107715E+02   0.583550E-01  -0.713571E+02
   483   0.229198E+04   0.106144E+02   0.585601E-01  -0.708920E+02
   484   0.230206E+04   0.104593E+02   0.587655E-01  -0.703967E+02
   485   0.231204E+04   0.103063E+02   0.589712E-01  -0.698714E+02
   486   0.232191E+04   0.101554E+02   0.591770E-01  -0.693166E+02
   487   0.233166E+04   0.100068E+02   0.593830E-01  -0.687327E+02
   488   0.234129E+04   0.986060E+01   0.595891E-01  -0.681200E+02
   489   0.235080E+04   0.971678E+01   0.597953E-01  -0.674792E+02
   490   0.236018E+04   0.957555E+01   0.600017E-01  -0.668107E+02
   491   0.236942E+04   0.943698E+01   0.602081E-01  -0.661151E+02
   492   0.237854E+04   0.930106E+01   0.604145E-01  -0.653926E+02
   493   0.238752E+04   0.916795E+01   0.606209E-01  -0.646441E+02
   494   0.239636E+04   0.903779E+01   0.608274E-01  -0.638698E+02
   495   0.240506E+04   0.891063E+01   0.610337E-01  -0.630704E+02
   496   0.241361E+04   0.878650E+01   0.612400E-01  -0.622463E+02
   497   0.242200E+04   0.866553E+01   0.614462E-01  -0.613981E+02
   498   0.243022E+04   0.854778E+01   0.616523E-01  -0.605264E+02
   499   0.243828E+04   0.843334E+01   0.618582E-01  -0.596316E+02
   500   0.244617E+04   0.832234E+01   0.620639E-01  -0.587143E+02
   501   0.245387E+04   0.821479E+01   0.622694E-01  -0.577751E+02
   502   0.246140E+04   0.811082E+01   0.624746E-01  -0.568146E+02
   503   0.246873E+04   0.801044E+01   0.626796E-01  -0.558334E+02
   504   0.247587E+04   0.791386E+01   0.628843E-01  -0.548323E+02
   505   0.248283E+04   0.782101E+01   0.630886E-01  -0.538120E+02
   506   0.248960E+04   0.773203E+01   0.632926E-01  -0.527730E+02
   507   0.249618E+04   0.764700E+01   0.634962E-01  -0.517161E+02
   508   0.250256E+04   0.756600E+01   0.636994E-01  -0.506419E+02
   509   0.250873E+04   0.748908E+01   0.639021E-01  -0.495512E+02
   510   0.251472E+04   0.741631E+01   0.641043E-01  -0.484446E+02
   511   0.252050E+04   0.734773E+01   0.643061E-01  -0.473227E+02
   512   0.252608E+04   0.728342E+01   0.645073E-01  -0.461863E+02
   513   0.253145E+04   0.722344E+01   0.647080E-01  -0.450361E+02
   514   0.253661E+04   0.716784E+01   0.649081E-01  -0.438727E+02
   515   0.254156E+04   0.711668E+01   0.651075E-01  -0.426967E+02
   516   0.254630E+04   0.707001E+01   0.653064E-01  -0.415091E+02
   517   0.255083E+04   0.702788E+01   0.655045E-01  -0.403104E+02
   518   0.255512E+04   0.699035E+01   0.657020E-01  -0.391013E+02
   519   0.255921E+04   0.695747E+01   0.658987E-01  -0.378827E+02
   520   0.256306E+04   0.692928E+01   0.660947E-01  -0.366552E+02
   521   0.256668E+04   0.690583E+01   0.662899E-01  -0.354195E+02
   522   0.257008E+04   0.688717E+01   0.664843E-01  -0.341763E+02
   523   0.257324E+04   0.687335E+01   0.666779E-01  -0.329263E+02
   524   0.257617E+04   0.686438E+01   0.668706E-01  -0.316705E+02
   525   0.257887E+04   0.686030E+01   0.670625E-01  -0.304093E+02
   526   0.258134E+04   0.686114E+01   0.672534E-01  -0.291435E+02
   527   0.258358E+04   0.686693E+01   0.674434E-01  -0.278739E+02
   528   0.258559E+04   0.687771E+01   0.676325E-01  -0.266012E+02
   529   0.258737E+04   0.689349E+01   0.678206E-01  -0.253260E+02
   530   0.258893E+04   0.691430E+01   0.680077E-01  -0.240493E+02
   531   0.259025E+04   0.694017E+01   0.681937E-01  -0.227717E+02
   532   0.259135E+04   0.697110E+01   0.683787E-01  -0.214941E+02
   533   0.259221E+04   0.700712E+01   0.685627E-01  -0.202171E+02
   534   0.259284E+04   0.704823E+01   0.687455E-01  -0.189417E+02
   535   0.259325E+04   0.709448E+01   0.689272E-01  -0.176685E+02
   536   0.259342E+04   0.714587E+01   0.691078E-01  -0.163985E+02
   537   0.259336E+04   0.720239E+01   0.692873E-01  -0.151321E+02
   538   0.259308E+04   0.726406E+01   0.694655E-01  -0.138703E+02
   539   0.259257E+04   0.733088E+01   0.696426E-01  -0.126137E+02
   540   0.259183E+04   0.740285E+01   0.698184E-01  -0.113631E+02
   541   0.259087E+04   0.747997E+01   0.699930E-01  -0.101191E+02
   542   0.258969E+04   0.756224E+01   0.701663E-01  -0.888262E+01
   543   0.258828E+04   0.764966E+01   0.703384E-01  -0.765422E+01
   544   0.258666E+04   0.774223E+01   0.705092E-01  -0.643464E+01
   545   0.258482E+04   0.783991E+01   0.706786E-01  -0.522455E+01
   546   0.258275E+04   0.794270E+01   0.708467E-01  -0.402460E+01
   547   0.258048E+04   0.805059E+01   0.710135E-01  -0.283549E+01
   548   0.257799E+04   0.816349E+01   0.711790E-01  -0.165787E+01
   549   0.257528E+04   0.828155E+01   0.713430E-01  -0.492417E+00
   550   0.257236E+04   0.840454E+01   0.715057E-01   0.660203E+00
   551   0.256924E+04   0.853261E+01   0.716669E-01   0.179930E+01
   552   0.256591E+04   0.866562E+01   0.718268E-01   0.292418E+01
   553   0.256237E+04   0.880355E+01   0.719852E-01   0.403417E+01
   554   0.255865E+04   0.894642E+01   0.721422E-01   0.512858E+01
   555   0.255472E+04   0.909414E+01   0.722977E-01   0.620672E+01
   556   0.255060E+04   0.924671E+01   0.724517E-01   0.726790E+01
   557   0.254629E+04   0.940406E+01   0.726043E-01   0.831150E+01
   558   0.254180E+04   0.956618E+01   0.727554E-01   0.933682E+01
   559   0.253711E+04   0.973300E+01   0.729050E-01   0.103433E+02
   560   0.253225E+04   0.990453E+01   0.730531E-01   0.113305E+02
   561   0.252721E+04   0.100806E+02   0.731996E-01   0.122975E+02
   562   0.252199E+04   0.102613E+02   0.733447E-01   0.132441E+02
   563   0.251660E+04   0.104465E+02   0.734882E-01   0.141694E+02
   564   0.251104E+04   0.106361E+02   0.736302E-01   0.150729E+02
   565   0.250531E+04   0.108302E+02   0.737706E-01   0.159542E+02
   566   0.249941E+04   0.110286E+02   0.739095E-01   0.168127E+02
   567   0.249336E+04   0.112313E+02   0.740469E-01   0.176479E+02
   568   0.248714E+04   0.114381E+02   0.741827E-01   0.184593E+02
   569   0.248077E+04   0.116492E+02   0.743169E-01   0.192464E+02
   570   0.247425E+04   0.118643E+02   0.744496E-01   0.200087E+02
   571   0.246757E+04   0.120834E+02   0.745808E-01   0.207457E+02
   572   0.246076E+04   0.123064E+02   0.747103E-01   0.214570E+02
   573   0.245380E+04   0.125333E+02   0.748383E-01   0.221422E+02
   574   0.244671E+04   0.127640E+02   0.749648E-01   0.228009E+02
   575   0.243949E+04   0.129984E+02   0.750896E-01   0.234328E+02
   576   0.243214E+04   0.132364E+02   0.752129E-01   0.240375E+02
   577   0.242468E+04   0.134779E+02   0.753347E-01   0.246145E+02
   578   0.241710E+04   0.137229E+02   0.754549E-01   0.251634E+02
   579   0.240940E+04   0.139713E+02   0.755736E-01   0.256841E+02
   580   0.240160E+04   0.142230E+02   0.756907E-01   0.261762E+02
   581   0.239371E+04   0.144778E+02   0.758062E-01   0.266391E+02
   582   0.238571E+04   0.147358E+02   0.759202E-01   0.270725E+02
   583   0.237762E+04   0.149967E+02   0.760327E-01   0.274763E+02
   584   0.236944E+04   0.152607E+02   0.761437E-01   0.278499E+02
   585   0.236118E+04   0.155273E+02   0.762531E-01   0.281932E+02
   586   0.235284E+04   0.157968E+02   0.763610E-01   0.285057E+02
   587   0.234442E+04   0.160689E+02   0.764675E-01   0.287873E+02
   588   0.233594E+04   0.163434E+02   0.765724E-01   0.290378E+02
   589   0.232738E+04   0.166205E+02   0.766758E-01   0.292569E+02
   590   0.231877E+04   0.168998E+02   0.767778E-01   0.294444E+02
   591   0.231011E+04   0.171814E+02   0.768783E-01   0.296002E+02
   592   0.230138E+04   0.174651E+02   0.769774E-01   0.297239E+02
   593   0.229262E+04   0.177507E+02   0.770750E-01   0.298155E+02
   594   0.228380E+04   0.180383E+02   0.771712E-01   0.298748E+02
   595   0.227495E+04   0.183277E+02   0.772660E-01   0.299017E+02
   596   0.226607E+04   0.186188E+02   0.773593E-01   0.298961E+02
   597   0.225715E+04   0.189114E+02   0.774513E-01   0.298577E+02
   598   0.224821E+04   0.192054E+02   0.775419E-01   0.297867E+02
   599   0.223925E+04   0.195008E+02   0.776312E-01   0.296828E+02
   600   0.223028E+04   0.197975E+02   0.777191E-01   0.295459E+02
   601   0.222129E+04   0.200952E+02   0.778057E-01   0.293762E+02
   602   0.221229E+04   0.203940E+02   0.778910E-01   0.291738E+02
   603   0.220330E+04   0.206936E+02   0.779750E-01   0.289384E+02
   604   0.219430E+04   0.209940E+02   0.780577E-01   0.286701E+02
   605   0.218531E+04   0.212950E+02   0.781392E-01   0.283691E+02
   606   0.217633E+04   0.215966E+02   0.782194E-01   0.280353E+02
   607   0.216737E+04   0.218987E+02   0.782985E-01   0.276688E+02
   608   0.215843E+04   0.222010E+02   0.783763E-01   0.272697E+02
   609   0.214951E+04   0.225035E+02   0.784530E-01   0.268380E+02
   610   0.214062E+04   0.228060E+02   0.785285E-01   0.263740E+02
   611   0.213177E+04   0.231084E+02   0.786028E-01   0.258775E+02
   612   0.212295E+04   0.234106E+02   0.786761E-01   0.253488E+02
   613   0.211417E+04   0.237125E+02   0.787483E-01   0.247880E+02
   614   0.210545E+04   0.240139E+02   0.788194E-01   0.241953E+02
   615   0.209677E+04   0.243148E+02   0.788895E-01   0.235710E+02
   616   0.208816E+04   0.246150E+02   0.789586E-01   0.229153E+02
   617   0.207960E+04   0.249144E+02   0.790266E-01   0.222286E+02
   618   0.207111E+04   0.252131E+02   0.790937E-01   0.215110E+02
   619   0.206269E+04   0.255106E+02   0.791599E-01   0.207630E+02
   620   0.205434E+04   0.258072E+02   0.792251E-01   0.199847E+02
   621   0.204608E+04   0.261025E+02   0.792895E-01   0.191763E+02
   622   0.203790E+04   0.263964E+02   0.793529E-01   0.183384E+02
   623   0.202980E+04   0.266889E+02   0.794156E-01   0.174711E+02
   624   0.202179E+04   0.269798E+02   0.794774E-01   0.165746E+02
   625   0.201388E+04   0.272691E+02   0.795384E-01   0.156494E+02
   626   0.200607E+04   0.275565E+02   0.795986E-01   0.146957E+02
   627   0.199835E+04   0.278419E+02   0.796582E-01   0.137139E+02
   628   0.199076E+04   0.281253E+02   0.797170E-01   0.127042E+02
   629   0.198326E+04   0.284065E+02   0.797751E-01   0.116671E+02
   630   0.197588E+04   0.286855E+02   0.798326E-01   0.106031E+02
   631   0.196861E+04   0.289619E+02   0.798894E-01   0.951258E+01
   632   0.196146E+04   0.292359E+02   0.799457E-01   0.839593E+01
   633   0.195444E+04   0.295073E+02   0.800013E-01   0.725350E+01
   634   0.194754E+04   0.297759E+02   0.800565E-01   0.608581E+01
   635   0.194077E+04   0.300416E+02   0.801111E-01   0.489334E+01
   636   0.193414E+04   0.303044E+02   0.801652E-01   0.367655E+01
   637   0.192765E+04   0.305642E+02   0.802189E-01   0.243594E+01
   638   0.192129E+04   0.308208E+02   0.802722E-01   0.117200E+01
   639   0.191507E+04   0.310741E+02   0.803250E-01  -0.114760E+00
   640   0.190900E+04   0.313240E+02   0.803775E-01  -0.142386E+01
   641   0.190308E+04   0.315705E+02   0.804297E-01  -0.275478E+01
   642   0.189730E+04   0.318134E+02   0.804815E-01  -0.410696E+01
   643   0.189169E+04   0.320526E+02   0.805331E-01  -0.547982E+01
   644   0.188622E+04   0.322880E+02   0.805844E-01  -0.687278E+01
   645   0.188092E+04   0.325195E+02   0.806354E-01  -0.828527E+01
   646   0.187577E+04   0.327470E+02   0.806863E-01  -0.971671E+01
   647   0.187079E+04   0.329704E+02   0.807370E-01  -0.111665E+02
   648   0.186597E+04   0.331895E+02   0.807876E-01  -0.126341E+02
   649   0.186132E+04   0.334044E+02   0.808381E-01  -0.141187E+02
   650   0.185684E+04   0.336148E+02   0.808885E-01  -0.156200E+02
   651   0.185253E+04   0.338209E+02   0.809388E-01  -0.171371E+02
   652   0.184838E+04   0.340225E+02   0.809892E-01  -0.186693E+02
   653   0.184442E+04   0.342195E+02   0.810395E-01  -0.202162E+02
   654   0.184063E+04   0.344119E+02   0.810899E-01  -0.217771E+02
   655   0.183703E+04   0.345996E+02   0.811403E-01  -0.233513E+02
   656   0.183360E+04   0.347827E+02   0.811908E-01  -0.249380E+02
   657   0.183035E+04   0.349609E+02   0.812415E-01  -0.265367E+02
   658   0.182729E+04   0.351342E+02   0.812923E-01  -0.281467E+02
   659   0.182442E+04   0.353025E+02   0.813433E-01  -0.297672E+02
   660   0.182172E+04   0.354657E+02   0.813944E-01  -0.313976E+02
   661   0.181921E+04   0.356238E+02   0.814458E-01  -0.330372E+02
   662   0.181690E+04   0.357767E+02   0.814975E-01  -0.346854E+02
   663   0.181476E+04   0.359244E+02   0.815495E-01  -0.363412E+02
   664   0.181282E+04   0.360667E+02   0.816017E-01  -0.380041E+02
   665   0.181107E+04   0.362036E+02   0.816543E-01  -0.396734E+02
   666   0.180950E+04   0.363351E+02   0.817073E-01  -0.413484E+02
   667   0.180813E+04   0.364612E+02   0.817606E-01  -0.430282E+02
   668   0.180695E+04   0.365817E+02   0.818144E-01  -0.447123E+02
   669   0.180596E+04   0.366966E+02   0.818686E-01  -0.463999E+02
   670   0.180516E+04   0.368059E+02   0.819233E-01  -0.480902E+02
   671   0.180455E+04   0.369096E+02   0.819784E-01  -0.497826E+02
   672   0.180414E+04   0.370075E+02   0.820341E-01  -0.514764E+02
   673   0.180391E+04   0.370998E+02   0.820903E-01  -0.531707E+02
